Value,Count,RED,GREEN,BLUE,CL,NVC_CLASS,SC,NVC_SUBCL,FRM,NVC_FORM,DIV,NVC_DIV,MACRO_CD,NVC_MACRO,GR,NVC_GROUP,LEVEL3,ECOLSYS_LU,NVCMES
291,4069,0.96471,0.54118,0.07059,2,Shrub & Herb Vegetation,2.A,"Tropical Grassland, Savanna & Shrubland",2.A.3,Tropical Scrub & Herb Coastal Vegetation,2.A.3.Ee,Caribbean-Mesoamerican Dune & Coastal Grassland & Shrubland,M700,Caribbean-Mesoamerican Coastal Dune & Beach Vegetation,G127,Caribbean Coastal Beach & Dune Vegetation,3115,Southeast Florida Beach,2.A.3.EeM700G127E291
292,34108,0.96471,0.54118,0.07059,2,Shrub & Herb Vegetation,2.A,"Tropical Grassland, Savanna & Shrubland",2.A.3,Tropical Scrub & Herb Coastal Vegetation,2.A.3.Ee,Caribbean-Mesoamerican Dune & Coastal Grassland & Shrubland,M700,Caribbean-Mesoamerican Coastal Dune & Beach Vegetation,G127,Caribbean Coastal Beach & Dune Vegetation,3120,Southwest Florida Beach,2.A.3.EeM700G127E292
293,8039151,0.78824,1,0.94118,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.3,"Tropical Freshwater Marsh, Wet Meadow & Shrubland",2.C.3.Ef,"Caribbean-Mesoamerican Freshwater, Marsh, Wet Meadow & Shrubland",M710,"Caribbean Freshwater Marsh, Wet Meadow & Shrubland",G129,South Florida Freshwater Marsh,9219,South Florida Everglades Sawgrass Marsh,2.C.3.EfM710G129E293
294,290007,0.78824,1,0.94118,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.3,"Tropical Freshwater Marsh, Wet Meadow & Shrubland",2.C.3.Ef,"Caribbean-Mesoamerican Freshwater, Marsh, Wet Meadow & Shrubland",M710,"Caribbean Freshwater Marsh, Wet Meadow & Shrubland",G129,South Florida Freshwater Marsh,9718,South Florida Freshwater Slough and Gator Hole,2.C.3.EfM710G129E294
295,210464,0.78824,1,0.94118,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.3,"Tropical Freshwater Marsh, Wet Meadow & Shrubland",2.C.3.Ef,"Caribbean-Mesoamerican Freshwater, Marsh, Wet Meadow & Shrubland",M710,"Caribbean Freshwater Marsh, Wet Meadow & Shrubland",G129,South Florida Freshwater Marsh,9602,South Florida Wet Marl Prairie,2.C.3.EfM710G129E295
296,16866,0.94902,0.46275,0.07059,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.1,Mediterranean Scrub & Grassland,2.B.1.Na,Californian Scrub,M043,Californian Chaparral,G258,Californian Maritime Chaparral,5401,California Maritime Chaparral,2.B.1.NaM043G258E296
297,1014827,0.94902,0.46275,0.07059,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.1,Mediterranean Scrub & Grassland,2.B.1.Na,Californian Scrub,M043,Californian Chaparral,G261,Californian Mesic & Pre-montane Chaparral,5402,California Mesic Chaparral,2.B.1.NaM043G261E297
298,416269,0.94902,0.46275,0.07059,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.1,Mediterranean Scrub & Grassland,2.B.1.Na,Californian Scrub,M043,Californian Chaparral,G257,Californian Xeric Chaparral,5404,California Xeric Serpentine Chaparral,2.B.1.NaM043G257E298
299,245450,0.94902,0.46275,0.07059,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.1,Mediterranean Scrub & Grassland,2.B.1.Na,Californian Scrub,M043,Californian Chaparral,G257,Californian Xeric Chaparral,5516,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,2.B.1.NaM043G257E299
300,6574742,0.94902,0.46275,0.07059,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Nd,Vancouverian Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,G344,California Montane Conifer Forest & Woodland,4404,Mediterranean California Mesic Serpentine Woodland and Chaparral,1.B.2.NdM023G344E300
301,5466431,0.94902,0.46275,0.07059,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.1,Mediterranean Scrub & Grassland,2.B.1.Na,Californian Scrub & Grassland,M043,Californian Chaparral,G257,Californian Xeric Chaparral,5408,Northern and Central California Dry-Mesic Chaparral,2.B.1.NaM043G257E301
302,9603359,0.94902,0.46275,0.07059,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.1,Mediterranean Scrub & Grassland,2.B.1.Na,Californian Scrub & Grassland,M043,Californian Chaparral,G257,Californian Xeric Chaparral,5410,Southern California Dry-Mesic Chaparral,2.B.1.NaM043G257E302
303,9295471,0.78431,0.46275,0.07059,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.1,Mediterranean Scrub & Grassland,2.B.1.Na,Californian Scrub & Grassland,M044,Californian Coastal Scrub,G264,Central & Southern Californian Coastal Sage Scrub,5210,Southern California Coastal Scrub,2.B.1.NaM044G264E303
304,38765299,0.92941,0.84314,0.55294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.1,Mediterranean Scrub & Grassland,2.B.1.Nb,Californian Grassland & Meadow,M045,Californian Annual & Perennial Grassland,G496,Californian Native Perennial Grassland,7501,California Central Valley and Southern Coastal Grassland,2.B.1.NbM045G496E304
305,78349,0.92941,0.84314,0.55294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.1,Mediterranean Scrub & Grassland,2.B.1.Nb,Californian Grassland & Meadow,M045,Californian Annual & Perennial Grassland,G496,Californian Native Perennial Grassland,7401,California Mesic Serpentine Grassland,2.B.1.NbM045G496E305
306,14319524,0.96078,0.7451,0.38824,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G311,Intermountain Semi-Desert Grassland,7304,Columbia Basin Foothill and Canyon Dry Grassland,3.B.1.NeM171G311E306
307,1279261,0.96078,0.7451,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M048,Central Rocky Mountain Montane-Foothill Grassland & Shrubland,G273,"Central Rocky Mountain Lower Montane, Foothill & Valley Grassland",7307,Columbia Basin Palouse Prairie,2.B.2.NaM048G273E307
308,629979,0.96078,0.7451,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M168,Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow,G271,Rocky Mountain Subalpine-Montane Mesic Grassland & Meadow,7104,North Pacific Alpine and Subalpine Dry Grassland,2.B.2.NaM168G271E308
309,369963,0.96078,0.7451,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M168,Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow,G271,Rocky Mountain Subalpine-Montane Mesic Grassland & Meadow,7202,North Pacific Montane Grassland,2.B.2.NaM168G271E309
310,385412,0.96078,0.7451,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M048,Central Rocky Mountain Montane-Foothill Grassland & Shrubland,G272,Central Rocky Mountain Montane-Foothill Deciduous Shrubland,5804,North Pacific Montane Shrubland,2.B.2.NaM048G272E310
311,30403968,0.96078,0.7451,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M048,Central Rocky Mountain Montane-Foothill Grassland & Shrubland,G273,"Central Rocky Mountain Lower Montane, Foothill & Valley Grassland",7203,"Northern Rocky Mountain Lower Montane, Foothill and Valley Grassland",2.B.2.NaM048G273E311
312,8293429,0.96078,0.7451,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M048,Central Rocky Mountain Montane-Foothill Grassland & Shrubland,G272,Central Rocky Mountain Montane-Foothill Deciduous Shrubland,5808,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,2.B.2.NaM048G272E312
313,3235255,0.96078,0.7451,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M048,Central Rocky Mountain Montane-Foothill Grassland & Shrubland,G305,Central Rocky Mountain High Montane Mesic Shrubland,5812,Northern Rocky Mountain Subalpine Deciduous Shrubland,2.B.2.NaM048G305E313
314,8131293,0.96078,0.7451,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M048,Central Rocky Mountain Montane-Foothill Grassland & Shrubland,G267,Central Rocky Mountain Montane Grassland,7204,Northern Rocky Mountain Subalpine-Upper Montane Grassland,2.B.2.NaM048G267E314
315,13064758,0.96078,0.7451,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M168,Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow,G268,Southern Rocky Mountain Montane-Subalpine Grassland,7206,Southern Rocky Mountain Montane-Subalpine Grassland,2.B.2.NaM168G268E315
316,23647504,0.96471,0.74902,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M049,Southern Rocky Mountain Montane Shrubland,G277,Southern Rocky Mountain Gambel Oak - Mixed Montane Shrubland,5809,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,2.B.2.NaM049G277E316
317,3417151,0.96471,0.74902,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M049,Southern Rocky Mountain Montane Shrubland,G276,Southern Rocky Mountain Mountain-mahogany - Mixed Foothill Shrubland,5806,Rocky Mountain Lower Montane-Foothill Shrubland,2.B.2.NaM049G276E317
318,3783398,0.96471,0.74902,0.58824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M050,Southern Vancouverian Lowland Grassland & Shrubland,G488,"Southern Vancouverian Shrub & Herbaceous Bald, Bluff & Prairie",7502,California Northern Coastal Grassland,2.B.2.NaM050G488E318
319,421115,0.96471,0.74902,0.58824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M050,Southern Vancouverian Lowland Grassland & Shrubland,G488,"Southern Vancouverian Shrub & Herbaceous Bald, Bluff & Prairie",7604,North Pacific Herbaceous Bald and Bluff,2.B.2.NaM050G488E319
320,37019,0.96471,0.74902,0.58824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M050,Southern Vancouverian Lowland Grassland & Shrubland,G488,"Southern Vancouverian Shrub & Herbaceous Bald, Bluff & Prairie",7603,North Pacific Hypermaritime Shrub and Herbaceous Headland,2.B.2.NaM050G488E320
321,1233703,0.96471,0.74902,0.58824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M050,Southern Vancouverian Lowland Grassland & Shrubland,G488,"Southern Vancouverian Shrub & Herbaceous Bald, Bluff & Prairie",5505,Willamette Valley Upland Prairie and Savanna,2.B.2.NaM050G488E321
322,32484,0.96471,0.7451,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M168,Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow,G271,Rocky Mountain Subalpine-Montane Mesic Grassland & Meadow,7201,Mediterranean California Subalpine Meadow,2.B.2.NaM168G271E322
323,11231093,0.96471,0.7451,0.38824,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Na,Western North American Grassland & Shrubland,M168,Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow,G271,Rocky Mountain Subalpine-Montane Mesic Grassland & Meadow,7205,Rocky Mountain Subalpine-Montane Mesic Meadow,2.B.2.NaM168G271E323
324,79889637,0.76078,0.61176,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central Norrth American Grassland & Shrubland,M051,Great Plains Mixedgrass & Fescue Prairie,G133,Central Great Plains Mixedgrass Prairie,7302,Central Mixedgrass Prairie,2.B.2.NbM051G133E324
325,221438401,0.76078,0.61176,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central Norrth American Grassland & Shrubland,M051,Great Plains Mixedgrass & Fescue Prairie,G141,Northern Great Plains Mixedgrass Prairie,7306,Northwestern Great Plains Mixedgrass Prairie,2.B.2.NbM051G141E325
326,5018908,0.76078,0.61176,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central Norrth American Grassland & Shrubland,M051,Great Plains Mixedgrass & Fescue Prairie,G141,Northern Great Plains Mixedgrass Prairie,7308,Western Great Plains Foothill and Piedmont Grassland,2.B.2.NbM051G141E326
327,4724021,0.76078,0.61176,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central Norrth American Grassland & Shrubland,M051,Great Plains Mixedgrass & Fescue Prairie,G141,Northern Great Plains Mixedgrass Prairie,7311,Western Great Plains Tallgrass Prairie,2.B.2.NbM051G141E327
328,88940545,0.76078,0.5098,0.21176,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central North American Grassland & Shrubland,M052,Great Plains Sand Grassland & Shrubland,G068,Great Plains Sand Grassland,7309,Western Great Plains Sand Prairie,2.B.2.NbM052G068E328
329,35784980,0.76078,0.5098,0.21176,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central North American Grassland & Shrubland,M052,Great Plains Sand Grassland & Shrubland,G069,Great Plains Sand Shrubland,5301,Western Great Plains Sandhill Steppe,2.B.2.NbM052G069E329
330,68631081,0.88235,0.78824,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central North American Grassland & Shrubland,M053,Great Plains Shortgrass Prairie,G144,Great Plains Shortgrass Prairie,5810,Western Great Plains Mesquite Woodland and Shrubland,2.B.2.NbM053G144E330
331,169919632,0.88235,0.78824,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central North American Grassland & Shrubland,M053,Great Plains Shortgrass Prairie,G144,Great Plains Shortgrass Prairie,7310,Western Great Plains Shortgrass Prairie,2.B.2.NbM053G144E331
332,134651,0.78824,0.6,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central North American Grassland & Shrubland,M054,Central Lowlands Tallgrass Prairie,G334,Southern Tallgrass Prairie,7313,Arkansas Valley Prairie and Woodland,2.B.2.NbM054G334E332
333,14678275,0.78824,0.6,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central North American Grassland & Shrubland,M054,Central Lowlands Tallgrass Prairie,G333,Central Tallgrass Prairie,7315,Central Tallgrass Prairie,2.B.2.NbM054G333E333
334,661744,0.78824,0.6,0.39216,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M012,"Central Midwest Oak Forest, Woodland & Savanna",G181,Central Midwest Oak Openings & Barrens,5506,North-Central Interior Oak Savanna,1.B.2.NaM012G181E334
335,1338840,0.78824,0.6,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central North American Grassland & Shrubland,M054,Central Lowlands Tallgrass Prairie,G333,Central Tallgrass Prairie,7312,North-Central Interior Sand and Gravel Tallgrass Prairie,2.B.2.NbM054G333E335
336,1421929,0.78824,0.6,0.39216,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M012,"Central Midwest Oak Forest, Woodland & Savanna",G181,Central Midwest Oak Openings & Barrens,5507,North-Central Oak Barrens,1.B.2.NaM012G181E336
337,2819585,0.78824,0.6,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central North American Grassland & Shrubland,M054,Central Lowlands Tallgrass Prairie,G075,NorthernTallgrass Prairie,7314,Northern Tallgrass Prairie,2.B.2.NbM054G075E337
338,16935078,0.78824,0.6,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central North American Grassland & Shrubland,M054,Central Lowlands Tallgrass Prairie,G334,Southern Tallgrass Prairie,7317,Southeastern Great Plains Tallgrass Prairie,2.B.2.NbM054G334E338
339,465309,0.78824,0.6,0.39216,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central North American Grassland & Shrubland,M054,Central Lowlands Tallgrass Prairie,G335,Blackland & Coastal Tallgrass Prairie,7316,Texas Blackland Tallgrass Prairie,2.B.2.NbM054G335E339
340,265157,0.78824,0.6,0.39216,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G111,Atlantic & Gulf Coastal Plain Pondshore & Wet Prairie,7505,Texas-Louisiana Coastal Prairie,2.C.4.NeM067G111E340
341,4679781,0.96471,0.63922,0.4,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G161,Pitch Pine Barrens,4335,Central Appalachian Pine-Oak Rocky Woodland,1.B.2.NaM502G161E341
342,74727,0.94118,0.63922,0.4,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M506,Eastern North American Grassland & Shrubland,G658,Southern Appalachian Shrub Bald,7601,Southern Appalachian Grass and Shrub Bald,2.B.2.NcM506G658E342
343,1289,0.94118,0.63922,0.4,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M506,Eastern North American Grassland & Shrubland,G658,Southern Appalachian Shrub Bald,5802,Southern Appalachian Grass and Shrub Bald - Herbaceous Modifier,2.B.2.NcM506G658E343
344,11156,0.94118,0.63922,0.4,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M506,Eastern North American Grassland & Shrubland,G658,Southern Appalachian Shrub Bald,5801,Southern Appalachian Grass and Shrub Bald - Shrub Modifier,2.B.2.NcM506G658E344
345,741673,0.96471,0.63922,0.35294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M508,Central Interior Calcareous Scrub & Grassland,G179,Central Hardwoods Alkaline Open Glade & Barrens,5511,Central Appalachian Alkaline Glade and Woodland,2.B.2.NcM508G179E345
346,1917575,0.96471,0.63922,0.35294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M508,Central Interior Calcareous Scrub & Grassland,G179,Central Hardwoods Alkaline Open Glade & Barrens,5512,Central Interior Highlands Calcareous Glade and Barrens,2.B.2.NcM508G179E346
347,274150,0.96471,0.63922,0.35294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M509,Central-Piedmont Acidic Scrub & Grassland,G178,Central Interior Acidic Open Glade & Barrens,4325,Central Interior Highlands Dry Acidic Glade and Barrens,2.B.2.NcM509G178E347
348,32,0.96471,0.63922,0.35294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M509,Central-Piedmont Acidic Scrub & Grassland,G178,Central Interior Acidic Open Glade & Barrens,5510,Cumberland Sandstone Glade and Barrens,2.B.2.NcM509G178E348
349,53601,0.96471,0.63922,0.35294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M507,Laurentian-Acadian Calcareous Scrub & Grassland,G061,Great Lakes Alvar,5607,Great Lakes Alvar,2.B.2.NcM507G061E349
350,680132,0.96471,0.63922,0.35294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M508,Central Interior Calcareous Scrub & Grassland,G179,Central Hardwoods Alkaline Open Glade & Barrens,5509,Nashville Basin Limestone Glade,2.B.2.NcM508G179E350
351,8076,0.96471,0.63922,0.35294,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G016,Northeastern Chinquapin Oak - Red-cedar Forest & Woodland,4107,Southern Ridge and Valley / Cumberland Dry Calcareous Forest,1.B.2.NaM502G016E351
352,90,0.96471,0.63922,0.35294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M506,Eastern North American Grassland & Shrubland,G180,Appalachian Mafic Glade,5508,Southern Piedmont Glade and Barrens,2.B.2.NcM506G180E352
353,2217,0.96471,0.63922,0.4,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Ne,Southern North American Grassland & Shrubland,M309,Southeastern Coastal Plain Patch Prairie,G175,Southeastern Coastal Plain Patch Prairie,4108,East Gulf Coastal Plain Black Belt Calcareous Prairie and Woodland - Herbaceous Modifier,2.B.2.NeM309G175E353
354,470,0.96471,0.63922,0.4,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M508,Central Interior Calcareous Scrub & Grassland,G174,South-Central Patch Prairie,7321,East Gulf Coastal Plain Jackson Prairie and Woodland,2.B.2.NcM508G174E354
355,374390,0.96471,0.63922,0.4,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M508,Central Interior Calcareous Scrub & Grassland,G174,South-Central Patch Prairie,7301,Eastern Highland Rim Prairie and Barrens - Dry Modifier,2.B.2.NcM508G174E355
356,71800,0.93333,0.78824,0.44314,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nd,Western North American Interior Sclerophyllous Chaparral,M091,Warm Interior Chaparral,G280,Eastern Madrean Chaparral,5411,Coahuilan Chaparral,2.B.2.NdM091G280E356
357,93,0.93333,0.78824,0.44314,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nd,Western North American Interior Sclerophyllous Chaparral,M091,Warm Interior Chaparral,G280,Eastern Madrean Chaparral,5405,Madrean Oriental Chaparral,2.B.2.NdM091G280E357
358,15450089,0.93333,0.78824,0.44314,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nd,Western North American Interior Sclerophyllous Chaparral,M091,Warm Interior Chaparral,G281,Western Madrean Chaparral,5407,Mogollon Chaparral,2.B.2.NdM091G281E358
359,120771,0.93333,0.78824,0.44314,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nd,Western North American Interior Sclerophyllous Chaparral,M091,Warm Interior Chaparral,G281,Western Madrean Chaparral,5409,Sonora-Mojave Semi-Desert Chaparral,2.B.2.NdM091G281E359
360,1062909,0.81961,0.78824,0.44314,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nd,Western North American Interior Sclerophyllous Chaparral,M094,Cool Interior Chaparral,G282,Western North American Montane Sclerophyll Scrub,5403,California Montane Woodland and Chaparral,2.B.2.NdM094G282E360
361,232096,0.81961,0.78824,0.44314,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nd,Western North American Interior Sclerophyllous Chaparral,M094,Cool Interior Chaparral,G282,Western North American Montane Sclerophyll Scrub,5406,Great Basin Semi-Desert Chaparral,2.B.2.NdM094G282E361
